1.1.1	We shall explain the Upanayana.
3.2.5	Taking another fourfold portion, he offers four oblations with the verse, "O Agni, turning back, O Agni, Angiras, again with energy and wealth."
3.2.6	Taking another fourfold portion he offers the Anukhya oblation with the verse, "Agni has announced the foremost of the dawns."
2.32.9	As prescribed, the rites of desire and the rites of strength.
3.1.1	The one-fire sacrifice is to be performed for twelve days, and if interrupted, it is to be re-established.
3.1.2	This is the Agni of initiation that has been described.
3.1.3	His service is with kindling woods, and celibacy in the evening and morning as prescribed.
3.1.4	Having bathed with medicinal herbs, one should eat as prescribed.
3.2.7	Having taken another four-fold portion, he offers with the verse, "May the mind and light be pleased."
3.2.8	Having taken another four-hold portion, he offers to Prajapati with the verse, "To Prajapati."
3.2.9	Having taken yet another four-fold potion, he offers with each of the Vyahrtis separately and then collectively.
3.2.10	Each time he should offer four times. This is one.
3.2.11	Another is as prescribed.
3.2.12	As desired, in all Darvihoma offerings, having offered the Jayā and Āyatanā, he should offer the Rāṣṭrabṛt.
3.1.5	Thus, a woman whose husband is dead, after the marriage ceremony.
3.1.6	One should perform the Parvan rite on the full moon day or on the new moon day, when Rohini or Punarvasu or Pushya is in conjunction with the sun.
3.1.7	He places it in a place that is elevated, sprinkled, well-watered, and surrounded by a fence.
3.1.8	Having churned fire from the sacrificial wood, having brought the worldly fire, he offers with Pranava.
3.1.9	Brahma offers with Pranava.
3.3.1	Having cooked rice in this very fire, he offers four oblations to Agni, saying, "Svāhā to Agni, Svāhā to Agni Pavamāna, Svāhā, to Agni Pāvaka, Svāhā."
3.3.2	And with the new grain.
3.1.10	Sitting down, he places it with the Vyāhṛtis and Pranava: "Bhuḥ Bhuvaḥ Suvaḥ Om, I place you in truth on the earth, I place you on truth in truth, I place you truthfully in truth, I put you truthfully in immortality, abandoning evil, doing good."
3.1.11	Then with these (verses) he places thee on earth, in truth, in truth he places thee, in truth he puts thee in truth, in immortality he places thee in truth.
3.3.3	Here he offers to the deities of the Agrayaṇa-oblations, to the four deities of the Svishtakrit-oblation, or to the five deities of the Svıştakrit-oblations. He offers with the formulas, "To Indra and Agni svāhā, to all gods svāhā, Soma svāhā, Heaven and Earth svāhā, Agni Svishtakṛt svāhā."
3.3.4	He offers the Svishtakṛtopahuta oblation in front with the formulas, “To the one with hundred weapons, to the one with hundred powers.” There are five formulas.
3.3.5-8	Then he should feed the Brahmins. For as long as he lives, he attends to this fire in the evening and morning with grains or barley, saying, "To Agni, svāhā." In the evening, he offers the first oblation, saying, "to Agni, svāha," and the second, saying, " to Prajapati, svāha." In the morning, he offers the oblation, saying "to Surya, svāhā," and the second "to Prajapati,svāhā."
3.1.12	With three oblations of ghee and herbs, he appeases (the fire). The oblation which is in the fire, which is in the Rathantara, which is in Gayatri metre, that one he appeases. To that one svāhā. The oblation which in thee, O Agni, is in the waters, which is in heaven, which is in Vayu, which is in Vaamadevya, which is in Trishtup metre, that one be appeases. To it svāhā. That oblation which in thy, O Agni, which is in Surya, which is in Heaven, which is in Aditya, which is in Brihat, which is in Jagatī metre, that one thou appeases. To her svāhā.
3.3.9-13	Now if one were to make an effort, the rite for departure has been explained. The placing of the Samit on oneself or on the fire-sticks is done. Some prescribe the placing of the Samits, and the descent in the worldly (rite). The rite for one fire has been explained. It is concluded. The rite for the Upavasatha is concluded.
3.1.13	He places three Agni-sticks smeared with ghee, with the three verses, "O Agni, do thou purify the life-breaths."
3.1.14	"A wave of honey has risen from the ocean," with three verses.
3.1.15	"O Agni, do you shine forth, blazing in front," with an Udumbara-stick.
3.1.16	"We worship thy supreme birth, O Agni," with a Vaikankata-stick.
3.4.1	Now, we shall explain the rites of initiation and dismissal of vows.
3.4.2	On a Parva day, in the ascending node, in the waxing fortnight, on an auspicious constellation, after the Agnihotra rites, from the beginning of the oblations to the end of the oblations, one should offer oblations to the Hotṛ priests, to Prajāpati, to all the gods, and to the Self-existent One.
3.1.17	"That of Savitar, the desirable, is variegated."
3.1.18	Then, having offered silently, having approached with the two recitations "Those terrible forms of yours, O Agni, and the shining and the shining together," one should perform the common procedure of the wood-offering.
3.1.19	Having performed the common procedure of wood-offering,
3.4.3	To the deities of the Saṃhitī, to the Upanishads, svāhā! To the deities of Vārāṇī, to the Upaniṣads, svāhā. To all the deities, to the Upaṇiṣads, svāhā. Thus in the Upaniṣad.
3.2.1	Having placed the clarified butter, having heated the ladle and the spoon, having wiped them, having filled the ladle with four spoonfuls, he offers the full oblation with twelve spoonfuls.
3.2.2	Having recited the verse "O Agni, your seven kindling woods, your seven tongues," he offers with the word "svāhā".
3.2.3	When the full oblation is offered, he gives a boon, a cow, a garment, a bull, or gold.
3.2.4	Taking four spoonfuls in the ladle, he offers three oblations with the string, "O Agni, who weaves the thread, wake up! There are thirty-three threads."
3.4.4	He places four Palāśa-sticks smeared with ghee. He says, "O Agni, lord of vows, I shall observe the vow for the Hotṛ-priests. May I be able to do it. Svāhā." "O Vāyu, lord of vows... O Āditya, lord of vows ... O lord of vows of vows, I will observe the vow for Hotṛ-priesthood. May I be capable of doing it. Svāha."
3.2.5	Taking another fourfold portion, he offers four oblations with the verse, "O Agni, turning back, O Agni, Angiras, again with energy and wealth."
3.2.6	Taking another fourfold portion he offers the Anukhya oblation with the verse, "Agni has announced the foremost of the dawns."
3.4.5	I shall observe the vow from the Upanishads and the Upanishads. May I be able to do that. Svāhā.
3.4.6	The mind and the mind are conquered. One attains victory and so on.
3.2.7	Having taken another four-fold portion, he offers with the verse, "May the mind and light be pleased."
3.2.8	Having taken another four-hold portion, he offers to Prajapati with the verse, "To Prajapati."
3.2.9	Having taken yet another four-fold potion, he offers with each of the Vyahrtis separately and then collectively.
3.4.7	Having performed the sprinkling ceremony, he instructs him thus: "You are a student; you should kindle the sacred fire, drink water, perform rites, not sleep during the day, live by alms, be dependent on the teacher, and study the Veda."
3.5.1	Forty, eight, or twenty-four years, always celibacy, or until marriage.
3.2.10	Each time he should offer four times. This is one.
3.2.11	Another is as prescribed.
3.2.12	As desired, in all Darvihoma offerings, having offered the Jayā and Āyatanā, he should offer the Rāṣṭrabṛt.
3.5.2	The other view is that the vow is to be observed for twelve years.
3.5.3	One should observe this vow for a year.
3.5.4	When the year is completed, after the Agnihotra offerings and the Ajyabhāga offerings, one offers two Miṇḍāhuti oblations with the verses, "Whatever was my blindness, Agni has given me sight again."
3.3.1	Having cooked rice in this very fire, he offers four oblations to Agni, saying, "Svāhā to Agni, Svāhā to Agni Pavamāna, Svāhā, to Agni Pāvaka, Svāhā."
3.3.2	And with the new grain.
3.5.5	Having offered the principal oblations as before, he makes the Vrata-masters offer the oblations. "O Agni, lord of vows, I have observed the vow for the Hotṛ-priests. I was not able to do it. May it be accomplished. Svāhā. O Vayu, lord of vows... O Aditya, lord of vows ... O lord of vows of vows, I observed the vow for Hotṛ-priesthood. I was not capable of doing it. May it succeed. Svāhā."
3.3.3	Here he offers to the deities of the Agrayaṇa-oblations, to the four deities of the Svishtakrit-oblation, or to the five deities of the Svıştakrit-oblations. He offers with the formulas, "To Indra and Agni svāhā, to all gods svāhā, Soma svāhā, Heaven and Earth svāhā, Agni Svishtakṛt svāhā."
3.3.4	He offers the Svishtakṛtopahuta oblation in front with the formulas, “To the one with hundred weapons, to the one with hundred powers.” There are five formulas.
3.5.6	Having performed the vow from the Upanisads and the Upanisads, he says, "I have performed it. May that be accomplished for me. Svāhā."
3.5.7	One attains victory over the mind and the mind.
3.5.8	Having performed the sprinkling ritual, he then teaches or makes him listen to the Upanisads at the end of the vow, saying, "The great Hotr."
3.5.9	The rite of the initiation is concluded. The rite of the instruction of the vow is concluded.
3.6.1	Now we shall explain the minor initiation.
3.3.5-8	Then he should feed the Brahmins. For as long as he lives, he attends to this fire in the evening and morning with grains or barley, saying, "To Agni, svāhā." In the evening, he offers the first oblation, saying, "to Agni, svāha," and the second, saying, " to Prajapati, svāha." In the morning, he offers the oblation, saying "to Surya, svāhā," and the second "to Prajapati,svāhā."
3.6.2	On a Parvan day, in the ascending node, in the bright fortnight, on an auspicious constellation, in the afternoon, having shaved the hair and beard, having gone out towards the east or north, having placed the fire on the ground, having spread it, having prepared it as before, having touched the Madanti water, having performed the Sānti with the first Anuvaka, he places four Udumbara kindling woods, anointed with ghee, with these mantras: "Earth is the kindling wood."
3.3.9-13	Now if one were to make an effort, the rite for departure has been explained. The placing of the Samit on oneself or on the fire-sticks is done. Some prescribe the placing of the Samits, and the descent in the worldly (rite). The rite for one fire has been explained. It is concluded. The rite for the Upavasatha is concluded.
3.6.3	Then the deity approaches him: "O Agni, lord of vows, I shall observe the bright vow. May I be able to do it, may it succeed for me." "O Vayu, lord of vows... O Aditya, lord of vows..." "I shall observe the bright vows. May I be capable of it, may it be successful for me."
3.4.1	Now, we shall explain the rites of initiation and dismissal of vows.
3.4.2	On a Parva day, in the ascending node, in the waxing fortnight, on an auspicious constellation, after the Agnihotra rites, from the beginning of the oblations to the end of the oblations, one should offer oblations to the Hotṛ priests, to Prajāpati, to all the gods, and to the Self-existent One.
3.6.4	Then he recites the first and last Anuvākas of all the Anuvākas.
3.6.5	He begins with the Jaya etc.
3.6.6	Having performed the sprinkling rite, having touched the Madantī waters, having performed the Śānti rite with the last Anuvāka, then he closes his mouth and restrains his speech.
3.6.7	Then he covers his head with a new cloth.
3.6.8	When the sun has set, he enters the village.
3.4.3	To the deities of the Saṃhitī, to the Upanishads, svāhā! To the deities of Vārāṇī, to the Upaniṣads, svāhā. To all the deities, to the Upaṇiṣads, svāhā. Thus in the Upaniṣad.
3.6.9	He remains silent all night.
3.6.10	The next day, after the sun has set, having kindled the fire and spread the darbha grass, he shows the six sets of seven, some say seven sets of seven: fire, sun, water pot, stone, calf, Mahānāgni, and gold as the seventh.
3.4.4	He places four Palāśa-sticks smeared with ghee. He says, "O Agni, lord of vows, I shall observe the vow for the Hotṛ-priests. May I be able to do it. Svāhā." "O Vāyu, lord of vows... O Āditya, lord of vows ... O lord of vows of vows, I will observe the vow for Hotṛ-priesthood. May I be capable of doing it. Svāha."
3.6.11	He may also recite the three verses.
3.6.12	Then he worships the sun with the verse, "O Suparna, the youth," and gives this garment to the teacher.
3.6.13	Then his celibacy is established for life.
3.6.14	He should not eat at night.
3.6.15	If he eats, he should eat what is not burning.
3.6.16	He should never think of a clay pot.
3.4.5	I shall observe the vow from the Upanishads and the Upanishads. May I be able to do that. Svāhā.
3.4.6	The mind and the mind are conquered. One attains victory and so on.
3.6.17	One should not converse with a woman or a Śūdra.
3.6.18	One should not ride a vehicle with wheels.
3.6.19	One should avoid descending into a well.
3.6.20	One should neither carry sandals nor an umbrella.
3.6.21	One should refrain from gazing at assemblies, buildings, bodies, corpses, or those who have committed suicide.
3.7.1	One should observe this vow for one year.
3.4.7	Having performed the sprinkling ceremony, he instructs him thus: "You are a student; you should kindle the sacred fire, drink water, perform rites, not sleep during the day, live by alms, be dependent on the teacher, and study the Veda."
3.5.1	Forty, eight, or twenty-four years, always celibacy, or until marriage.
3.7.2	When a year has passed, at the end of the dark fortnight, having performed the Upasadhana of Agni, and having offered the two Mindāhutis at the end of offering the Ajyabhāgas, one should offer the principal oblations as before.
3.5.2	The other view is that the vow is to be observed for twelve years.
3.5.3	One should observe this vow for a year.
3.5.4	When the year is completed, after the Agnihotra offerings and the Ajyabhāga offerings, one offers two Miṇḍāhuti oblations with the verses, "Whatever was my blindness, Agni has given me sight again."
3.7.3	Having sprinkled the Madanti waters and performed the Śānti rite with the first Anuvāka, he then places four Udumbara twigs as kindling-sticks with the mantras beginning with "Pṛthivī samit" and worships the deities with the same mantras.
3.7.4	Then he recites the entire text of all the Anuvākas, or of the first and last ones.
3.7.5	Having performed the supreme Śānti, one attains victory and other things.
3.7.6	Having performed the sprinkling rite, he instructs him with the words "You are a student" ending with "You are a householder".
3.7.7	The instruction is as before.
3.8.1	Now we shall explain the initiation and dismissal.
3.8.2	When the herbs have grown and the full moon has arrived, one should initiate oneself with one's own hand.
3.5.5	Having offered the principal oblations as before, he makes the Vrata-masters offer the oblations. "O Agni, lord of vows, I have observed the vow for the Hotṛ-priests. I was not able to do it. May it be accomplished. Svāhā. O Vayu, lord of vows... O Aditya, lord of vows ... O lord of vows of vows, I observed the vow for Hotṛ-priesthood. I was not capable of doing it. May it succeed. Svāhā."
3.5.6	Having performed the vow from the Upanisads and the Upanisads, he says, "I have performed it. May that be accomplished for me. Svāhā."
3.5.7	One attains victory over the mind and the mind.
3.5.8	Having performed the sprinkling ritual, he then teaches or makes him listen to the Upanisads at the end of the vow, saying, "The great Hotr."
3.5.9	The rite of the initiation is concluded. The rite of the instruction of the vow is concluded.
3.6.1	Now we shall explain the minor initiation.
3.8.3	At the end of the Ajyabhāga offerings, he offers to the Kanda-rṣis. The names of the Kanda-rsis are: "To Prajapati, the Kanda-rsi, svāhā." To the Prajapatya ones, "To Prajapata, svāhā" or "To Soma, the Kanda rsi, svāhā". To the Saumya ones, "to Soma, svāhā", or "To Agni, the Kanda -rsi, svāha". To the Agnēya ones, "Agni, svāhā"; or "To the Kanda-risis of all the gods, svāhā"." To the Vaishvadevānas, "To all the gods, svaha"; or "To Svayambhu, svāhā"
3.6.2	On a Parvan day, in the ascending node, in the bright fortnight, on an auspicious constellation, in the afternoon, having shaved the hair and beard, having gone out towards the east or north, having placed the fire on the ground, having spread it, having prepared it as before, having touched the Madanti water, having performed the Sānti with the first Anuvaka, he places four Udumbara kindling woods, anointed with ghee, with these mantras: "Earth is the kindling wood."
3.8.4	All the gods, the lord of the gods, is the second.
3.8.5	They study the first three chapters or all the chapters.
3.8.6	One should study after fasting for three days or one day.
3.8.7	One should not study on the new moon day.
3.8.8	The commencement is on the Rohini asterism of the dark fortnight or on the full moon day of the bright fortnight in the month of Magha.
3.6.3	Then the deity approaches him: "O Agni, lord of vows, I shall observe the bright vow. May I be able to do it, may it succeed for me." "O Vayu, lord of vows... O Aditya, lord of vows..." "I shall observe the bright vows. May I be capable of it, may it be successful for me."
3.8.9	Having gone out in the eastern or the northern direction along with the students, having gone to a place where the water is easy to enter, not muddy, and has shells, having recited the three verses, "The waters are firm, the waters are mighty," and the four verses, "The golden-coloured, the pure, the shining ones," and having recited the Anuvaka, "Pavamana, the giver of gold," one should cleanse oneself.
3.9.1	They hold the three breaths of the Aghamarshana.
3.6.4	Then he recites the first and last Anuvākas of all the Anuvākas.
3.6.5	He begins with the Jaya etc.
3.6.6	Having performed the sprinkling rite, having touched the Madantī waters, having performed the Śānti rite with the last Anuvāka, then he closes his mouth and restrains his speech.
3.6.7	Then he covers his head with a new cloth.
3.6.8	When the sun has set, he enters the village.
3.6.9	He remains silent all night.
3.6.10	The next day, after the sun has set, having kindled the fire and spread the darbha grass, he shows the six sets of seven, some say seven sets of seven: fire, sun, water pot, stone, calf, Mahānāgni, and gold as the seventh.
3.6.11	He may also recite the three verses.
3.6.12	Then he worships the sun with the verse, "O Suparna, the youth," and gives this garment to the teacher.
3.6.13	Then his celibacy is established for life.
3.6.14	He should not eat at night.
3.6.15	If he eats, he should eat what is not burning.
3.6.16	He should never think of a clay pot.
3.9.2	Truth and Reality were born from the world of the Rishis. Then Night was born, then the ocean, the sea. From the ocean, the ocean, the year was born. Dividing day and night, the Lord, the ruler of the universe, created the sun and the moon as before. Heaven, earth, space, and heaven, thus the darbha grasses. Having given them to each other, they arrange seats for Brahma, Prajapati, Agni, Brihaspati, Vayu, Surya, the moon, the stars, Indra the king, Soma the king, Yama the king, Varuna the king, Vaishravana the king, Rudra, Skanda, Vishnu, the Ashvins, Dhanvantari, the Vasus, the Rudras, the Adityas, the Vishvadevas, the Sadhyas, the Ribhus, the Bhrigus, the Maruts, the Atharvas, and the Angiras. These are the groups.
3.10.1	I offer to Viśvāmitra, Jamadagni, Bharadvāja, Gautama, Ātreya, Vasiṣṭha, Kaśyapa, and Arundhatī.
3.10.2	To the right, they offer to Agastya.
3.6.17	One should not converse with a woman or a Śūdra.
3.6.18	One should not ride a vehicle with wheels.
3.6.19	One should avoid descending into a well.
3.6.20	One should neither carry sandals nor an umbrella.
3.6.21	One should refrain from gazing at assemblies, buildings, bodies, corpses, or those who have committed suicide.
3.7.1	One should observe this vow for one year.
3.7.2	When a year has passed, at the end of the dark fortnight, having performed the Upasadhana of Agni, and having offered the two Mindāhutis at the end of offering the Ajyabhāgas, one should offer the principal oblations as before.
3.7.3	Having sprinkled the Madanti waters and performed the Śānti rite with the first Anuvāka, he then places four Udumbara twigs as kindling-sticks with the mantras beginning with "Pṛthivī samit" and worships the deities with the same mantras.
3.7.4	Then he recites the entire text of all the Anuvākas, or of the first and last ones.
3.7.5	Having performed the supreme Śānti, one attains victory and other things.
3.7.6	Having performed the sprinkling rite, he instructs him with the words "You are a student" ending with "You are a householder".
3.7.7	The instruction is as before.
3.8.1	Now we shall explain the initiation and dismissal.
3.8.2	When the herbs have grown and the full moon has arrived, one should initiate oneself with one's own hand.
3.10.3	To the north, to Krishna Dvaipāyana, to Jātakarṇya, to Tarukṣa, to Bṛhaduttha, to Tṛṇabindu, to Somaśravas, to Somaśuṣmin, to Vājasravas, to Vājaratna, to Varmiṇa, to Varūthina, to Satvavata, to Haryajvana, to Vāmadeva, to Udamāya, to Arṇajaya, to Ratanjaya, to Kṛtanjaya, to Dhanan jaya, to Babhra, to Tryaruṇa, to Trivarṣa, to Tridhātava, to Aśvayajña, to Parāśara, to Vasīṣṭha, to Indra, to Mṛtyu, to the creator, to Tvaṣṭr, to the nourisher, to the dispenser, to Savitṛ, to Susravas, to Satyashravas, to Savitry, to the Vedas, to the Ṛg Veda, to the Yajur Veda, to the Sāma Veda, to the Atharva Veda, to the Itihāsas and Purāṇas, to the serpents, to the gods, to the people, to all beings, I offer.
3.11.1	To the right, facing east, to Vaishampāyana, to Falinga, to Tittiri, to Ukha, to Atreya, to the author of the Pada, to Kaundinya, to the author, to Kanva, to Bodhayanas, to Bharadvaja, to the author (of the sutras), to Apasthamba, to all the authors of sutras, to the teachers, to the sages, to the hermits, to the celibates, and to those with one wife, I pay homage.
3.8.3	At the end of the Ajyabhāga offerings, he offers to the Kanda-rṣis. The names of the Kanda-rsis are: "To Prajapati, the Kanda-rsi, svāhā." To the Prajapatya ones, "To Prajapata, svāhā" or "To Soma, the Kanda rsi, svāhā". To the Saumya ones, "to Soma, svāhā", or "To Agni, the Kanda -rsi, svāha". To the Agnēya ones, "Agni, svāhā"; or "To the Kanda-risis of all the gods, svāhā"." To the Vaishvadevānas, "To all the gods, svaha"; or "To Svayambhu, svāhā"
3.8.4	All the gods, the lord of the gods, is the second.
3.8.5	They study the first three chapters or all the chapters.
3.8.6	One should study after fasting for three days or one day.
3.8.7	One should not study on the new moon day.
3.8.8	The commencement is on the Rohini asterism of the dark fortnight or on the full moon day of the bright fortnight in the month of Magha.
3.11.3	With perfumes, flowers, incense, lamps, food, fruits and water, they offer salutations to such and such a deity. With perfumes, flowers and incense, they offer salutatory oblations to such and such deities. With food, they offer libations to such and with fruit and water, they make salutations here.
3.11.4	They study the first three chapters or all the chapters of the Kaṇḍa.
3.11.5	The Dūrvā grass is planted at the end of the water with two verses, "Growing from stalk to stalk."
3.11.6	Then they make the ocean.
3.11.7	With the verse, "Lift up the earth," they strike the ground three times with their hands and run the race.
3.8.9	Having gone out in the eastern or the northern direction along with the students, having gone to a place where the water is easy to enter, not muddy, and has shells, having recited the three verses, "The waters are firm, the waters are mighty," and the four verses, "The golden-coloured, the pure, the shining ones," and having recited the Anuvaka, "Pavamana, the giver of gold," one should cleanse oneself.
3.11.8	Thus, when the recitation is completed, they recite the Parayana while fasting. Having recited this, they perform the rites at the water's edge, except for the offering of Dūrvā grass and bathing in the ocean.
3.9.1	They hold the three breaths of the Aghamarshana.
3.11.9	Having returned home, he should feed Brahmins with cakes, cooked rice, barley flour, and cooked rice. In the same way, he should daily offer libations to the gods, sages, and ancestors with water. He should offer libations.
3.12.1	In all the offerings to the gods, there is no mantra for offering oblations to women or to one who is not present.
3.12.2	Or a woman may offer without the mantra, but not without the rite.
3.12.3	The rite is explained.
3.12.4	For those who perform the rites of offering and propitiation of the household fire, which are connected with the nourishment of heaven, there is a twelve-day period of sleeping on the ground, celibacy, and avoidance of salt and alkaline substances.
3.12.5	For the best, there is a one-day fast.
3.12.6	A woman should perform the Visvadevya rite.
3.9.2	Truth and Reality were born from the world of the Rishis. Then Night was born, then the ocean, the sea. From the ocean, the ocean, the year was born. Dividing day and night, the Lord, the ruler of the universe, created the sun and the moon as before. Heaven, earth, space, and heaven, thus the darbha grasses. Having given them to each other, they arrange seats for Brahma, Prajapati, Agni, Brihaspati, Vayu, Surya, the moon, the stars, Indra the king, Soma the king, Yama the king, Varuna the king, Vaishravana the king, Rudra, Skanda, Vishnu, the Ashvins, Dhanvantari, the Vasus, the Rudras, the Adityas, the Vishvadevas, the Sadhyas, the Ribhus, the Bhrigus, the Maruts, the Atharvas, and the Angiras. These are the groups.
3.10.1	I offer to Viśvāmitra, Jamadagni, Bharadvāja, Gautama, Ātreya, Vasiṣṭha, Kaśyapa, and Arundhatī.
3.10.2	To the right, they offer to Agastya.
3.12.7	He himself should offer, saying, "In the impulse of the god Savitr, with the arms of the Asvins, with the hands of Pusan, I offer what is agreeable to all the gods." Three times with the formula, and once silently.
3.12.8	The wife, having purified herself, makes the offering.
3.12.9	The wife instructs.
3.12.10	Having washed his hands and feet, he should place the cooked food and announce it.
3.12.11	"The word 'bhūtam' (is used) to inform the husband."
3.12.12	"That well-cooked food is Viraj, may it not decay." This is the statement.
3.12.13	Having sprinkled water on the established (fire), having sprinkled water on the upper part, having smeared it with cow-dung below,
3.12.14	Here there is no sacrificial grass or kindling wood, no offerings of clarified butter.
3.12.15	Having placed four fire-sticks with the Vyāhṛtis, having sprinkled with water, he offers with his hand, saying, "Svāhā to Agni, Svāhā to Soma, Svāhā, to Prajāpati, Svāhā." "Svāhā to Dhanvantari, Svāhā. Svāhā to Dhruva, Svāhā Svāhā to the earth-bound Dhruva, to Dhruvasthiti, Svāhā; to Acchāvasthiti, to all the gods, Svāhā! To all the deities, Svāhā!" "Svāha to Agni, Svāhà to Agni, the eater of oblations, Svāhā ! To Agni, the giver of food, Svāhā !"
3.10.3	To the north, to Krishna Dvaipāyana, to Jātakarṇya, to Tarukṣa, to Bṛhaduttha, to Tṛṇabindu, to Somaśravas, to Somaśuṣmin, to Vājasravas, to Vājaratna, to Varmiṇa, to Varūthina, to Satvavata, to Haryajvana, to Vāmadeva, to Udamāya, to Arṇajaya, to Ratanjaya, to Kṛtanjaya, to Dhanan jaya, to Babhra, to Tryaruṇa, to Trivarṣa, to Tridhātava, to Aśvayajña, to Parāśara, to Vasīṣṭha, to Indra, to Mṛtyu, to the creator, to Tvaṣṭr, to the nourisher, to the dispenser, to Savitṛ, to Susravas, to Satyashravas, to Savitry, to the Vedas, to the Ṛg Veda, to the Yajur Veda, to the Sāma Veda, to the Atharva Veda, to the Itihāsas and Purāṇas, to the serpents, to the gods, to the people, to all beings, I offer.
3.12.16	He offers with the Vyāhṛtis, one by one, and then with all of them. May we not be deprived of our children and offspring, of our life, of our cattle, of our horses. May you not slay our heroes, O Rudra, the ones who offer oblations. We worship you with devotion. Svāhā to Kāma, svāhā to Manasa. Then he sprinkles and recites the mantras.
3.11.1	To the right, facing east, to Vaishampāyana, to Falinga, to Tittiri, to Ukha, to Atreya, to the author of the Pada, to Kaundinya, to the author, to Kanva, to Bodhayanas, to Bharadvaja, to the author (of the sutras), to Apasthamba, to all the authors of sutras, to the teachers, to the sages, to the hermits, to the celibates, and to those with one wife, I pay homage.
3.13.1	Having rubbed the fire with the hand on the right side, he offers with the formulas, "To Dharma svāhā, to Dharma svāhā; to Dhruva svāhā, and to Kṣaya svāhā."
3.13.2	"To Anna, to Prāṇa, to Prajāpati, to Parameṣṭhin svāhā" in the pot.
3.13.3	"To Varuna svāhā" on the pot of water.
3.13.4	"To Rudrani svāhā, To Rudra svāhā" at Rudrani.
3.11.3	With perfumes, flowers, incense, lamps, food, fruits and water, they offer salutations to such and such a deity. With perfumes, flowers and incense, they offer salutatory oblations to such and such deities. With food, they offer libations to such and with fruit and water, they make salutations here.
3.11.4	They study the first three chapters or all the chapters of the Kaṇḍa.
3.11.5	The Dūrvā grass is planted at the end of the water with two verses, "Growing from stalk to stalk."
3.11.6	Then they make the ocean.
3.11.7	With the verse, "Lift up the earth," they strike the ground three times with their hands and run the race.
3.13.9	To the householders, svāhā! To the lords of the householders, swāhā! To those at the end, svāhā ! To the lords of those at the end svāhā! In the northeast direction.
3.13.10	To the spirits, svāhā, at the opening.
3.13.11	To the part of the name that moves and acts, svāhā. In the Samvadanīya.
3.13.12	Then at the threshold, to the Maruts, svāhā.
3.11.8	Thus, when the recitation is completed, they recite the Parayana while fasting. Having recited this, they perform the rites at the water's edge, except for the offering of Dūrvā grass and bathing in the ocean.
3.11.9	Having returned home, he should feed Brahmins with cakes, cooked rice, barley flour, and cooked rice. In the same way, he should daily offer libations to the gods, sages, and ancestors with water. He should offer libations.
3.12.1	In all the offerings to the gods, there is no mantra for offering oblations to women or to one who is not present.
3.13.13	In the middle of the two wheels, "Obeisance to Dhatri and Vidhatri."
3.13.14	Having come out of the house in the day, "Obeisnce to the day and to the night."
3.13.15	Then, having found the grinding stone, "Obeissance to Pingksani and to Pingksani."
3.13.16	"Obeisance to Vishnu and to Vishnu" on the mortar and pestle.
3.13.17	"Obeisnce without a name" on the cart.
3.13.18	"To Soma, svāhā!" in grains.
3.13.19	"To Śrī, svāhā! To Puṣṭi, svāhā!” in a heap of grains.
3.12.2	Or a woman may offer without the mantra, but not without the rite.
3.12.3	The rite is explained.
3.12.4	For those who perform the rites of offering and propitiation of the household fire, which are connected with the nourishment of heaven, there is a twelve-day period of sleeping on the ground, celibacy, and avoidance of salt and alkaline substances.
3.12.5	For the best, there is a one-day fast.
3.12.6	A woman should perform the Visvadevya rite.
3.13.20	Then he offers the oblation in a clockwise direction: "To the eastern direction, svāhā! To the southern direction, svāha! To the western direction, svāhe! To the northern direction, svāh! To the upward direction, svāhá! To the Agniya direction, svāhé! To the Nairṛtya direction, svāhä! To the Vāyavya direction, svāhè! To the Iśāna direction, svāhã! To Brahma, svāhá!" In the middle.
3.12.7	He himself should offer, saying, "In the impulse of the god Savitr, with the arms of the Asvins, with the hands of Pusan, I offer what is agreeable to all the gods." Three times with the formula, and once silently.
3.12.8	The wife, having purified herself, makes the offering.
3.12.9	The wife instructs.
3.12.10	Having washed his hands and feet, he should place the cooked food and announce it.
3.14.1	"To Indra, svāhā! To the Indra-men, svāhā!" in front.
3.14.2	"To Yama, svāhā, to the Yama-men, svāhā!" on the right side.
3.14.3	"To Varuna, svāhā; to the Varuna-men, svhā!" on the back.
3.14.4	"To Soma, svāhā to the Soma-men, svahā!" on the left side.
3.14.5	"to Agni, svāhā" in front.
3.14.6	to Yama, svāha on the right side.
3.12.11	"The word 'bhūtam' (is used) to inform the husband."
3.12.12	"That well-cooked food is Viraj, may it not decay." This is the statement.
3.12.13	Having sprinkled water on the established (fire), having sprinkled water on the upper part, having smeared it with cow-dung below,
3.12.14	Here there is no sacrificial grass or kindling wood, no offerings of clarified butter.
3.14.7	"To Varuna, svāhā!" in the west.
3.14.8	"To Soma, svāhā!” in the north.
3.14.9	"To the Seven Sages, svāhā! To all beings, svāhā!“ in the northeast direction.
3.14.10-11	Then he offers to the south, facing the east, with the formula, "To the Pitrs, svadha, obeisance to the grandfathers, svadha obeisance to the great grandfathers, svadhā obeisance to the maternal grandfathers, svādhā obeisance to maternal great grandfathers, obeisance to maternal grandfathers, obeisances to the followers, svadha." In the middle.
