1.1.1	We shall explain the Upanayana.
2.6.20	He gives a cow to the preceptor.
2.7.1	Now, here is the expiation for dog-bite.
2.8.6	Having recited the Vyāhṛtis, he offers oblations of cooked rice, saying, "Svāhā to Bhava, the god; Svāhā to Rudra, the god; svāhā to Śarva, the god. Svāhā to Īśāna, the god; Svāhā to Paśupati, the god; to Ugra, the god; To Bhīma, the god; and to Mahādeva, the god."
2.8.7	Then he offers to the wives of the oblations: "To the wife of Bhava, the god, svāhā! To the wife of Rudra, the god, svaha! To the wife o f Sharva, the god svāhā! To the wife of Ishāna, the god, svihā! To the wite of Pashupati, the god, svahā! To the wife ot Ugra, the god, swāhā! To th wife of Bhima, the god, sava! To the wife ofthe great god, svāha!"
2.8.8	Then he offers to the middle cooked rice, saying, "To Jayanta svāhā, to Jayanta svāha."
2.8.9	Then having mixed all the cooked rice together, he offers to Sauviṣṭakṛt, saying, "Svāhā to Agni Svishtakṛt."
2.8.10	They place the fire around him so that they may smell the smoke as it is being offered.
2.8.11	May we have good fortune. May the full-faced ones move around. Having circumambulated clockwise, he stands with these Anuvākas: "Salutations to you, O Rudra, with the mind." With the first and last ones.
2.9.1	Now, then, the enjoyment of youth.
2.7.2	Having approached, having sipped water with the sacrificial thread on, having brought water in an unpleased pot, having placed the dice in the middle of the assembly hall, having arranged them, having mixed them, having spread them, having placed them above the assembly hall, and having arranged the grass, having brought the boy, having placed him face down on the dice, he sprinkles him with curd mixed with salt. They strike the bell to the right. Kurkura, Sukurkura, Kurkura, Neelabandha, Olav, Ittama, Upahvayata, Arjime, Chambale, Then Rama, Ulumbele, Sarameya, indeed runs. He shines like the ocean, bearing a golden necklace. The foremost of dogs, the most heroic, let loose the most heroic. Let loose, let loose, O single-dog, let loose, let loose. Chata, Tekas, and Saramatanga, Tula, Vitula, Arjuna, and Lohita, you let loose Shitimra, you let loose Pishamkara, Lohita, these who are the Sarasaka, runs away. Go away from the third heaven. Go away, O Sarameya, salutations to you, O Saramea. Your mother is called Dutiya, your father is Mandakaka. Go away, go away, O Saramey, salutations to yo, O Saramey. Your mother is named Dula, your father is named Mandakaka. Salutations to you, O Sarama. The horse is the male organ, the teeth of Sarama. Go away, o Sarameya, salutations to you, o Saramey. The carpenter kills the wheel-maker, the teeth of Sarameya. Go away, Sarameya. Salutations to yo, o Saramea.
2.9.2	He gives four Palasha twigs. The sound-makers sprinkle, to the sound-makers, svāhā. The bow-men sprinkle, to the bow-men, svāhā; the followers sprinkle, to the followers, svāhā, the yokers sprinkle, to the yokers, svāhā.
2.9.3	Then ten more, the goddesses, sprinkle (the water) on the goddesses. Svāhā!
2.9.4	Then ten more, the known goddesses and the unknown ones, sprinkle (the waters) on them. Svāhā!
2.7.3	Then he says, "Choose a boon."
2.7.4	He says, "I choose the boon of the young boy."
2.7.5	If he comes at the time of sunrise, midday, and sunset, one should do it three times. If he has come,
2.8.1	Now, then, about the Śūlagava.
2.9.5	Then having made a leaf-cup, having placed in it the rice-ball which has been spread and sprinkled, and having gone beyond a furlong, he attaches it to a tree. The bowmen touch it, saying, "Svāhā to the bowmen."
2.9.6	Then he stands up, saying, "Salutations to the bowmen, to the wise with bows, to the lords of thieves."
2.8.2	In the bright fortnight, on an auspicious day, having kindled the fire, having spread it around, having cooked the rice-gruel in milk, having poured clarified butter over it, having taken it out, having made two huts on the other side of the fire, he invokes the bull in the southern hut, saying, "May the tawny ones, with their minds, bring you, with white horses, with banners, with strong wind-chariots, with the speed of mind, come quickly to my offering, O Śarva."
2.9.7	Then he sprinkles the cows with sandal, water, akṣata, cowdung, dūrvā, stambha, udumbara, palāśa, śamī, vaiṅkatika, aśvattha, and govala, saying, "May the bull be in front, may you be auspicious, may you be prosperous." Then indeed he becomes auspicious.
2.8.3	In the north, to the goddess of prosperity.
2.8.4	In the middle, to Jayanta.
2.8.5	Having placed the water-vessels as they are arranged, and having prepared the three oblations with the sprinkling of water, he sprinkles them as they are arranged. "He sprinkles, 'May the prosperous one sprinkle to the prosperous one, svāhā. May the goddess of prosperity sprinkle to the goddess of prosperit, svāhā.' 'May Jayanta sprinkle to Jayanta, svāhā."
2.9.8	Then having cooked the oblation of milk for the lord of the field, having poured it over, having taken it out, he offers to the lord of the fields on the path of cows without fire.
2.9.9	He invokes him in the four or seven Palasha trees as he does the bull on the stake.
2.9.10	He offers to the god of cooking in the Nurturing (verse).
2.9.11	Then he stands up, saying, "We are the lords of the field with the lord of the fieid."
2.9.12	Then those who are related to the lord of the land partake of it, as is their family custom.
2.10.1	In the afternoon on the new moon day, the wind-day of the dark fortnight.
2.8.6	Having recited the Vyāhṛtis, he offers oblations of cooked rice, saying, "Svāhā to Bhava, the god; Svāhā to Rudra, the god; svāhā to Śarva, the god. Svāhā to Īśāna, the god; Svāhā to Paśupati, the god; to Ugra, the god; To Bhīma, the god; and to Mahādeva, the god."
2.10.2	Having prepared food for the manes, having arranged seats of Darbha grass with the tips towards the south, he invites Brahmanas who are pure, knowers of mantras, and are not related to him by birth, gotra, or mantra.
2.10.3	One should not feed them with a view to gain.
2.10.4	Having kindled the fire, having spread Darbha grass with their tips towards the south and east, having placed the vessel of clarified butter within the one strainer, having sanctified the clarified butter, having sprinkled around, having placed the Udumbara wood, offers with the Udumbara ladle.
2.8.7	Then he offers to the wives of the oblations: "To the wife of Bhava, the god, svāhā! To the wife of Rudra, the god, svaha! To the wife o f Sharva, the god svāhā! To the wife of Ishāna, the god, svihā! To the wite of Pashupati, the god, svahā! To the wife ot Ugra, the god, swāhā! To th wife of Bhima, the god, sava! To the wife ofthe great god, svāha!"
2.10.5	Having performed the Ajyabhāgas, he invites the Pitrs, facing the east, with the verse, "O Pitrs, coming from Soma, through the deep and ancient paths, grant us progeny, wealth, long life, and a hundred autumns."
2.8.8	Then he offers to the middle cooked rice, saying, "To Jayanta svāhā, to Jayanta svāha."
2.8.9	Then having mixed all the cooked rice together, he offers to Sauviṣṭakṛt, saying, "Svāhā to Agni Svishtakṛt."
2.8.10	They place the fire around him so that they may smell the smoke as it is being offered.
2.10.6	He sprinkles water in the same direction, saying, "O divine waters, carry this Agni, may the Fathers accept this sacrifice. May they be with us, those who are devoted to us, and may they bestow on us wealth with all heroes."
2.8.11	May we have good fortune. May the full-faced ones move around. Having circumambulated clockwise, he stands with these Anuvākas: "Salutations to you, O Rudra, with the mind." With the first and last ones.
2.9.1	Now, then, the enjoyment of youth.
2.9.2	He gives four Palasha twigs. The sound-makers sprinkle, to the sound-makers, svāhā. The bow-men sprinkle, to the bow-men, svāhā; the followers sprinkle, to the followers, svāhā, the yokers sprinkle, to the yokers, svāhā.
2.9.3	Then ten more, the goddesses, sprinkle (the water) on the goddesses. Svāhā!
2.9.4	Then ten more, the known goddesses and the unknown ones, sprinkle (the waters) on them. Svāhā!
2.10.7	Having put on the sacrificial thread and recited the Vyāhṛtis, he offers with the formula, "To Soma, the father of the Pitrs, Svāhā, salutations. To Yama, the son of Angiras, the father of Pitrs, Svāhà, salutations. Those who are born in the east and those in the north, the sustainers of the entire world with water, he has placed himself between the father and Svāhā, salutation. He has placed himself between his grandfather and Svāhā. He has placed Svāhā between the mountains, the great earth, the sky, and the infinite directions. He has placed between his great-grandfather and Svāhā." Thus he offers. Then he offers with the names, "To him, Svāhā. To him, Svāhã." "Whatever my mother has done out of affection, not following the rules, may my father destroy that semen. May another come forth. Svāhā, salutions." Thus the second and the third. "Whatever my grandfather, whatever my great-grandfather has done." The mantra is repeated thus.
2.9.5	Then having made a leaf-cup, having placed in it the rice-ball which has been spread and sprinkled, and having gone beyond a furlong, he attaches it to a tree. The bowmen touch it, saying, "Svāhā to the bowmen."
2.9.6	Then he stands up, saying, "Salutations to the bowmen, to the wise with bows, to the lords of thieves."
2.9.7	Then he sprinkles the cows with sandal, water, akṣata, cowdung, dūrvā, stambha, udumbara, palāśa, śamī, vaiṅkatika, aśvattha, and govala, saying, "May the bull be in front, may you be auspicious, may you be prosperous." Then indeed he becomes auspicious.
2.11.1	Those fathers who are here and those who are not here, those whom we know and those whom we do not know, O Agni, you know them, O all-knowing one. May they enjoy the offering with their own share of the oblation. Obeisance to them. Whatever limb of yours the flesh-eater has burnt, this all-knowing one has brought you to the worlds. I restore that to you. May the fathers be without injury, may they be born again with all their limbs. Obeisance to their share of the oblations. O all-knowing Agni, carry the oblation to the fathers, where you know them to be deposited in the yonder world. May the ladle-bearers pour the oblation for them. May their wishes be fulfilled according to their desires. Obeisance to the share of the obulations. Thus the second and the third time, to the grandfathers and the great-grandfathers. This is the mantra recited.
2.9.8	Then having cooked the oblation of milk for the lord of the field, having poured it over, having taken it out, he offers to the lord of the fields on the path of cows without fire.
2.9.9	He invokes him in the four or seven Palasha trees as he does the bull on the stake.
2.9.10	He offers to the god of cooking in the Nurturing (verse).
2.9.11	Then he stands up, saying, "We are the lords of the field with the lord of the fieid."
2.11.2	Thus he offers the oblation of food with the mantra "O Agni, do thou carry the food."
2.11.3	Then he offers the oblations of Savitri with the mantra "To Agni, the carrier of food, to Savitri, the bestower of good fortune, salutations."
2.9.12	Then those who are related to the lord of the land partake of it, as is their family custom.
2.10.1	In the afternoon on the new moon day, the wind-day of the dark fortnight.
2.10.2	Having prepared food for the manes, having arranged seats of Darbha grass with the tips towards the south, he invites Brahmanas who are pure, knowers of mantras, and are not related to him by birth, gotra, or mantra.
2.10.3	One should not feed them with a view to gain.
2.10.4	Having kindled the fire, having spread Darbha grass with their tips towards the south and east, having placed the vessel of clarified butter within the one strainer, having sanctified the clarified butter, having sprinkled around, having placed the Udumbara wood, offers with the Udumbara ladle.
2.11.4	Then he touches the food with the formula, "The earth is thy vessel, the heaven is thy cover. I offer thee in the mouth of Brahman, I offer thee in thy breath and out-breath of Brahmanas. Thou art imperishable. Thou art the best of the Pitrs. Here and in the other world, the earth is the common (place). Agni is the observer of the gift for non-negligence. The earth is thy vessel... I offer thee in thine in-breath and out-breath... Thou art imperishable... Thou art the best among the grandfathers. Here and in other world, the sky is the common ( place). Vayu is the observer of gift for non- negligence. The earth is Thy vessel... I offer Thee in thine in- breath and out- breath... Thou art imperishablc... Thou art the bcst among the great-grandfathers. Here and 
2.11.5	Having entered into the vital breath, I offer the nectar.
2.12.1	He sees those who are eating, saying, "My Self is in the Brahman for immortality."
2.10.5	Having performed the Ajyabhāgas, he invites the Pitrs, facing the east, with the verse, "O Pitrs, coming from Soma, through the deep and ancient paths, grant us progeny, wealth, long life, and a hundred autumns."
2.10.6	He sprinkles water in the same direction, saying, "O divine waters, carry this Agni, may the Fathers accept this sacrifice. May they be with us, those who are devoted to us, and may they bestow on us wealth with all heroes."
2.12.2	Having eaten, he should go forth and having obtained permission, taking the water-pot and a handful of darbha-grass, he should go to the south-east direction, spread the darbha-grass with their tips pointing towards the south, and with his right hand facing downwards, he should offer three water-offerings with the words, "May the fathers be purified, may the grandfathers be purified, may great-grandfathers be purified." Or with the words, “May this one be purified, may that one be purified.”
2.12.3	He gives the balls of food to the ancestors, with his right hand, in the direction of the south. He gives the ball to the father, saying, "This is for you, O father." To the grandfather, he says, "This is yours, O grandfather." To the great-grandfather, he says, "This is yours, great-grandfather." The fourth one he gives silently. It is for the ancestors who have not been born.
2.12.4	If he does not know the names, he should offer the ball to the father with the verse, "Svāhā to the fathers seated on earth." To the grandfather with the verse, “Svāhā to fathers seated in the atmosphere." To the great-grandfather with the verse, "Svāhā to Fathers seated in heaven."
2.12.5	Here, one anoints the body and puts on clothes before offering the ball.
2.10.7	Having put on the sacrificial thread and recited the Vyāhṛtis, he offers with the formula, "To Soma, the father of the Pitrs, Svāhā, salutations. To Yama, the son of Angiras, the father of Pitrs, Svāhà, salutations. Those who are born in the east and those in the north, the sustainers of the entire world with water, he has placed himself between the father and Svāhā, salutation. He has placed himself between his grandfather and Svāhā. He has placed Svāhā between the mountains, the great earth, the sky, and the infinite directions. He has placed between his great-grandfather and Svāhā." Thus he offers. Then he offers with the names, "To him, Svāhā. To him, Svāhã." "Whatever my mother has done out of affection, not following the rules, may my father destroy that semen. May another come forth. Svāhā, salutions." Thus the second and the third. "Whatever my grandfather, whatever my great-grandfather has done." The mantra is repeated thus.
2.12.6	"Aṅkṣvasāvaṅkṣvasāv iti trirañjanam (three times).
2.12.7	Aṅkṣvāsāvāṅkṣväsāv iti triraṅjanam (three more times).
2.12.8	"These are your garments, O Fathers. Do not let any other Fathers take them from us." Having cut off the woolen tassels, he places them in the eastern direction in the early stage of life.
2.12.9	Having cut off his own hair, in the later stage of life.
2.11.1	Those fathers who are here and those who are not here, those whom we know and those whom we do not know, O Agni, you know them, O all-knowing one. May they enjoy the offering with their own share of the oblation. Obeisance to them. Whatever limb of yours the flesh-eater has burnt, this all-knowing one has brought you to the worlds. I restore that to you. May the fathers be without injury, may they be born again with all their limbs. Obeisance to their share of the oblations. O all-knowing Agni, carry the oblation to the fathers, where you know them to be deposited in the yonder world. May the ladle-bearers pour the oblation for them. May their wishes be fulfilled according to their desires. Obeisance to the share of the obulations. Thus the second and the third time, to the grandfathers and the great-grandfathers. This is the mantra recited.
2.12.10	Then, having washed the vessel, she offers water to her sons and grandsons, saying, "These waters, sweet and flowing, are the nectar that the Fathers drink. May the divine waters satisfy both of us. These rivers, flowing with water, are the waters of the ocean. May they flow in the yonder world." Having sprinkled the water around, she places the vessel upside down, interchanging her hands, the right one being above. "Salutations to you, O Fathers, for the sake of life." She stands with salutations.
2.12.11	Then, having gone to the water's edge, he offers three water libations.
2.11.2	Thus he offers the oblation of food with the mantra "O Agni, do thou carry the food."
2.11.3	Then he offers the oblations of Savitri with the mantra "To Agni, the carrier of food, to Savitri, the bestower of good fortune, salutations."
2.11.4	Then he touches the food with the formula, "The earth is thy vessel, the heaven is thy cover. I offer thee in the mouth of Brahman, I offer thee in thy breath and out-breath of Brahmanas. Thou art imperishable. Thou art the best of the Pitrs. Here and in the other world, the earth is the common (place). Agni is the observer of the gift for non-negligence. The earth is thy vessel... I offer thee in thine in-breath and out-breath... Thou art imperishable... Thou art the best among the grandfathers. Here and in other world, the sky is the common ( place). Vayu is the observer of gift for non- negligence. The earth is Thy vessel... I offer Thee in thine in- breath and out- breath... Thou art imperishablc... Thou art the bcst among the great-grandfathers. Here and 
2.11.5	Having entered into the vital breath, I offer the nectar.
2.12.1	He sees those who are eating, saying, "My Self is in the Brahman for immortality."
2.12.2	Having eaten, he should go forth and having obtained permission, taking the water-pot and a handful of darbha-grass, he should go to the south-east direction, spread the darbha-grass with their tips pointing towards the south, and with his right hand facing downwards, he should offer three water-offerings with the words, "May the fathers be purified, may the grandfathers be purified, may great-grandfathers be purified." Or with the words, “May this one be purified, may that one be purified.”
2.13.1	This is thy sweet flowing stream, O Sarasvati. As great as Agni and the earth, so great is his measure, so great is its greatness. I give him to thee as a being, as Agni is imperishable and without decay, so may he be imperishable and without decav for my father. May he be imperishable for thee. This is thy father, O Sarasvati, as great as Vayu and the atmosphere, so great is thy measure, so great thy greatness. I give thee as a being. As Vayu is imperishable and decayless, so may he he imperishable and decay less for my grandfather. May he be decayless for thee. This, O Sarasvati is thy grandfather, as great as the sun and heaven, so great is the measure of thy greatness. I bestow thee as a being as the sun is imperishable and undecaying, so may he imperishable and undecavine for my great-grandfather. May he be undecaying for thee. This thy great-grandfather, O Sarasvati,
2.12.4	If he does not know the names, he should offer the ball to the father with the verse, "Svāhā to the fathers seated on earth." To the grandfather with the verse, “Svāhā to fathers seated in the atmosphere." To the great-grandfather with the verse, "Svāhā to Fathers seated in heaven."
2.12.5	Here, one anoints the body and puts on clothes before offering the ball.
2.13.2	Having returned, he causes it to flow forth with a water-pot, reciting the verse, "May the Pitrs, the good ones, come back, by the deep and ancient paths. Then may they come back to our house in the month, to eat the oblation, the well-born, the well-armed."
2.13.3	This explains the middle summer.
2.13.4	Here meat is prescribed.
2.13.5	In the absence of meat, vegetables.
2.14.1	We shall explain the Aṣṭakā.
2.14.2	The eighth day of the waning moon in the month of Māgha is called Ekāṣṭakī.
2.12.6	"Aṅkṣvasāvaṅkṣvasāv iti trirañjanam (three times).
2.12.7	Aṅkṣvāsāvāṅkṣväsāv iti triraṅjanam (three more times).
2.12.8	"These are your garments, O Fathers. Do not let any other Fathers take them from us." Having cut off the woolen tassels, he places them in the eastern direction in the early stage of life.
2.12.9	Having cut off his own hair, in the later stage of life.
2.14.3	Then on the day before Anurādha, having kindled the fire in the afternoon, having spread Darbha grass with their tips towards the south and east, he offers four Vrihī grains with a single strainer, and a cake on one potsherd. "He offers, saying, "I offer that which is agreeable to the Pitrs, the ancestors, the great-grandfathers, and the great-great-grandfathers, generated by the divine Savitr, by the arms of the Asvins, by the hands of Pusan, at the impulse of the divine Savitr."
2.12.10	Then, having washed the vessel, she offers water to her sons and grandsons, saying, "These waters, sweet and flowing, are the nectar that the Fathers drink. May the divine waters satisfy both of us. These rivers, flowing with water, are the waters of the ocean. May they flow in the yonder world." Having sprinkled the water around, she places the vessel upside down, interchanging her hands, the right one being above. "Salutations to you, O Fathers, for the sake of life." She stands with salutations.
2.12.11	Then, having gone to the water's edge, he offers three water libations.
2.14.4	Having thus purified the water with this very purifying (water), having sprinkled silently, having carried silently, having silently cooked in four potsherds as in the case of the cake, having poured clarified butter, having taken it down, having sprinkled towards the right, having placed the Udumbara wood, having spread the Udumbara grass, having poured clarified butte, having placed the ladle with the mouth towards the right, and having placed the ladle towards the right, he offers silently. The pestle and the stones made a sound, making the oblation, among the one-year-olds, may we be well-born, having heroes, lords of wealth, may we be so. Svāhā, salutations! O Agni, this cake with ghee, with Svāhā, for the satisfaction of the ancestors, do as you like. O Agni, I offer this oblation to the ancestors, the son offers the oblation. Svāhā salutations! This cake with four corners, with ghee, with milk, with wealth, with nourishment, may the ancestors be pleased, having agreed. May this be well-offered, well-sacrificed for me. Svāhā! Salutations!
2.14.5	Then he offers the food. This is the same as the first one that fell down, the Ekastaka, being tormented by penance. The one that fell down first...
2.14.6	Having mixed the food with ghee, he offers it with the verse, "To Agni, the carrier of oblations, to Svishtakrit, salutations to Svāhā."
2.14.7	Having touched him with the touch of faith, he gives the balls of food.
2.14.8	He entertains the Brahmanas who are learned.
2.14.9	He gives them food and wealth according to his faith.
2.14.10	The giving of water-cups is well-known, as in the monthly ceremony.
2.15.1	On the next day, he offers a cow to the manes.
2.15.2	Having kindled the fire, having strewn Darbha-grass with their tips towards the south and east, he offers this cow to the Pitrs. May the Pitrs who have assembled accept it, which is full of fat, full of ghee, full of nectar. May it nourish the Pitrs at the end of time. Obeisance. Having offered the Upākaraniya oblation, he offers the cow to the Pitris with the two-pronged ladle and the Udumbara ladle, saying, "I offer thee to the Pitris, thy proper share."
2.15.3	Then he sprinkles her with the formula, "I sprinkle thee for the Pitrs to be agreeable."
2.15.4	Having sprinkled her, having placed her around the fire, they make her lie down with her head towards the south and feet towards the north, beyond the fire.
2.15.5	Having made her lie down, he silently nourishes her with water, and silently takes out the omentum, the heart and the fat.
2.13.1	This is thy sweet flowing stream, O Sarasvati. As great as Agni and the earth, so great is his measure, so great is its greatness. I give him to thee as a being, as Agni is imperishable and without decay, so may he be imperishable and without decav for my father. May he be imperishable for thee. This is thy father, O Sarasvati, as great as Vayu and the atmosphere, so great is thy measure, so great thy greatness. I give thee as a being. As Vayu is imperishable and decayless, so may he he imperishable and decay less for my grandfather. May he be decayless for thee. This, O Sarasvati is thy grandfather, as great as the sun and heaven, so great is the measure of thy greatness. I bestow thee as a being as the sun is imperishable and undecaying, so may he imperishable and undecavine for my great-grandfather. May he be undecaying for thee. This thy great-grandfather, O Sarasvati,
2.15.6	He cooks the oblation in the ladle of Udumbara wood, on the stakes of Udumbara, separately the other things.
2.13.2	Having returned, he causes it to flow forth with a water-pot, reciting the verse, "May the Pitrs, the good ones, come back, by the deep and ancient paths. Then may they come back to our house in the month, to eat the oblation, the well-born, the well-armed."
2.13.3	This explains the middle summer.
2.13.4	Here meat is prescribed.
2.13.5	In the absence of meat, vegetables.
2.14.1	We shall explain the Aṣṭakā.
2.15.7	Having melted it, having poured over it, having taken it out, having sprinkled the Proṣya, having placed the Udumbara wood, having spread the Udumbara grass, he offers the cake of baked flour with the formula, "O Jātavedas, do thou offer the cake to the Pitrs where thou knowest them to be deposited in the other world. May the Kulmāṣas flow unto them. May their wishes be true. May there be Svāhā and Namaḥ."
2.14.2	The eighth day of the waning moon in the month of Māgha is called Ekāṣṭakī.
2.15.8	He should offer the entire oblation. Having taken out the remaining, he should feed the Brahmins.
2.14.3	Then on the day before Anurādha, having kindled the fire in the afternoon, having spread Darbha grass with their tips towards the south and east, he offers four Vrihī grains with a single strainer, and a cake on one potsherd. "He offers, saying, "I offer that which is agreeable to the Pitrs, the ancestors, the great-grandfathers, and the great-great-grandfathers, generated by the divine Savitr, by the arms of the Asvins, by the hands of Pusan, at the impulse of the divine Savitr."
2.15.9	When the food is ready, he offers the oblation of rice mixed with ghee, saying, "Behold the one-day-old cow giving milk, the food with meat and ghee, the food that is well-blessed by the Brahmins. May that food be mine, may it be well-blessed. Obeisance. The one-day-cow, being tormented by austerities, milked the wife of the year. The fathers live on that abundant milk, having agreed. May this be well-offered and well-sacrificed for me. Obeisance. May this be the image of the year."
2.15.10	Having offered the oblation of cooked rice mixed with ghee, he offers the oblation of meat mixed with ghee, saying, "To Agni, the carrier of oblations, to Svishtakrit, to Svayambhu, salutations."
2.15.11	The offering of water is well-known, as in the monthly rites.
2.15.12	In the case of giving food and wealth, it is not fixed here.
2.15.13	On the next day, having prepared food for the ancestors with the remaining meat, he offers, saying, "O Agni, you have gone to Prajapati."
2.15.14	It is well known that the offering of water in handfuls is like the monthly offering.
2.16.1	Now, then, the rite of listening.
2.16.2	On the full moon day when one should perform the listening rite, in the evening after the Agnihotra, one who has not laid down the fire should place the fire to the south of the sacrificial fire, for the Upavasatha rite.
2.14.4	Having thus purified the water with this very purifying (water), having sprinkled silently, having carried silently, having silently cooked in four potsherds as in the case of the cake, having poured clarified butter, having taken it down, having sprinkled towards the right, having placed the Udumbara wood, having spread the Udumbara grass, having poured clarified butte, having placed the ladle with the mouth towards the right, and having placed the ladle towards the right, he offers silently. The pestle and the stones made a sound, making the oblation, among the one-year-olds, may we be well-born, having heroes, lords of wealth, may we be so. Svāhā, salutations! O Agni, this cake with ghee, with Svāhā, for the satisfaction of the ancestors, do as you like. O Agni, I offer this oblation to the ancestors, the son offers the oblation. Svāhā salutations! This cake with four corners, with ghee, with milk, with wealth, with nourishment, may the ancestors be pleased, having agreed. May this be well-offered, well-sacrificed for me. Svāhā! Salutations!
2.14.5	Then he offers the food. This is the same as the first one that fell down, the Ekastaka, being tormented by penance. The one that fell down first...
2.14.6	Having mixed the food with ghee, he offers it with the verse, "To Agni, the carrier of oblations, to Svishtakrit, salutations to Svāhā."
2.16.4	Having spread out Darbha grass, he offers the oblations of the above-mentioned cooked food mixed with ghee, saying, "Salutations to Agni, the earthly one, the lord of the earthly ones, svāhā. Salutations to Vāyu, the all-pervading one, the lord among the aerial ones, svāha. Salutations to Surya, the reddish one, the lord above the heavenly ones, svāhe. Salutations to Vishnu, the golden one, the lord below the directions, svāhā."
2.14.7	Having touched him with the touch of faith, he gives the balls of food.
2.14.8	He entertains the Brahmanas who are learned.
2.14.9	He gives them food and wealth according to his faith.
2.14.10	The giving of water-cups is well-known, as in the monthly ceremony.
2.15.1	On the next day, he offers a cow to the manes.
2.16.5	He offers with the Kīṃśuka flowers mixed with ghee. The mosquito is eaten, the Vidyadhara is eaten, the Vyadhara is eaten. The Vyadhara is also eaten, the Vīdyaṃśa is eaten, the mosquito is eaten, and the Vidyadharas are eaten. The mosquito is also eaten, and the Vyadharas are also eaten.
2.15.2	Having kindled the fire, having strewn Darbha-grass with their tips towards the south and east, he offers this cow to the Pitrs. May the Pitrs who have assembled accept it, which is full of fat, full of ghee, full of nectar. May it nourish the Pitrs at the end of time. Obeisance. Having offered the Upākaraniya oblation, he offers the cow to the Pitris with the two-pronged ladle and the Udumbara ladle, saying, "I offer thee to the Pitris, thy proper share."
2.16.6	Taking a pot of water and a handful of darbha grass, he goes out facing east, spreads darbha grass towards the east, and offers four oblations on them, saying, "I offer this oblation to those serpents who are on the earth, who are in the sky, who are in heaven, and who are in the directions."
2.16.7	Here, after applying unguents and anointments, he stands up with these mantras, saying, "Salutations to the serpents."
2.15.3	Then he sprinkles her with the formula, "I sprinkle thee for the Pitrs to be agreeable."
2.15.4	Having sprinkled her, having placed her around the fire, they make her lie down with her head towards the south and feet towards the north, beyond the fire.
2.15.5	Having made her lie down, he silently nourishes her with water, and silently takes out the omentum, the heart and the fat.
2.15.6	He cooks the oblation in the ladle of Udumbara wood, on the stakes of Udumbara, separately the other things.
2.16.9	Then he offers oblations in the directions with the mantras, "You are the eastern direction named Samichi."
2.16.10	He always offers oblations above this until the month of Margashirsha.
2.16.11	There is no offering of fire to the Kshuma tree here.
2.16.12	There is nothing to sprinkle.
2.16.13	He offers oblations at the end with the words, "May there be no hunger, may there be no hunger."
2.17.1	We shall explain the month of Agrahayani.
2.15.7	Having melted it, having poured over it, having taken it out, having sprinkled the Proṣya, having placed the Udumbara wood, having spread the Udumbara grass, he offers the cake of baked flour with the formula, "O Jātavedas, do thou offer the cake to the Pitrs where thou knowest them to be deposited in the other world. May the Kulmāṣas flow unto them. May their wishes be true. May there be Svāhā and Namaḥ."
2.15.8	He should offer the entire oblation. Having taken out the remaining, he should feed the Brahmins.
2.15.9	When the food is ready, he offers the oblation of rice mixed with ghee, saying, "Behold the one-day-old cow giving milk, the food with meat and ghee, the food that is well-blessed by the Brahmins. May that food be mine, may it be well-blessed. Obeisance. The one-day-cow, being tormented by austerities, milked the wife of the year. The fathers live on that abundant milk, having agreed. May this be well-offered and well-sacrificed for me. Obeisance. May this be the image of the year."
2.17.2	On the full-moon day of Margasirsa, having kindled the fire, having spread it around, having cooked the oblation of rice in milk, having poured clarified butter over it, having taken it out, having recited the Vyahrtis, he offers with the verse, "May the oblation of ghee, which is flowing to the fire, which is moving and unmoving, be accepted by the knower of beings. May there be prosperity for the seven kinds of domestic animals, which are of various forms. Svāhā. The night which people welcome like a cow, which is the wife of the year, may that be auspicious for us. Svāhā." "May the night be auspicious for the cattle, for the wives. May the night be auspicious, may the day be auspicious. May the wife of the Year be auspicious for us." "The full-moon day, which is increasing, which is coming, which divides the months and half-months, may that protect us with fullness. Svāhā.
2.15.10	Having offered the oblation of cooked rice mixed with ghee, he offers the oblation of meat mixed with ghee, saying, "To Agni, the carrier of oblations, to Svishtakrit, to Svayambhu, salutations."
2.15.11	The offering of water is well-known, as in the monthly rites.
2.15.12	In the case of giving food and wealth, it is not fixed here.
2.15.13	On the next day, having prepared food for the ancestors with the remaining meat, he offers, saying, "O Agni, you have gone to Prajapati."
2.17.3	Then he offers the Sauvitkrati-oblation. "O Agni, do thou fill up that which is most desirable. O god, do thou conquer all the enemies. Do thou show us the wide path shining with light. Do thou bring us the imperishable life."
2.15.14	It is well known that the offering of water in handfuls is like the monthly offering.
2.16.1	Now, then, the rite of listening.
2.16.2	On the full moon day when one should perform the listening rite, in the evening after the Agnihotra, one who has not laid down the fire should place the fire to the south of the sacrificial fire, for the Upavasatha rite.
2.16.3	Then he prepares the following things: raw rice, raw barley, fried grains, Kīṃśuka flowers, unguents, anointments, and ghee.
2.17.5	The householder sits on their southern side.
2.17.6	The northern side is on the northern side.
2.17.7	In the order of the birth of offspring.
2.17.8	Those who know mantras among them recite mantras.
2.17.9	"O Earth, you are the one who gives birth to plants, the one who establishes, grant us protection and prosperity. You are the one who supports the mountains." They sit on the two southern sides.
